Pay Grade/Step,Annual Salary,Class ,Title,Department,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Description,Year of Birth,Date Started,FLSA Exempt Y/N
PS0403,49315.3,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1975,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,02/16/2008,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,02/16/2008,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,02,Black,1981,02/16/2008,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,02,Black,1981,02/16/2008,N
PS0403,49315.3,01818,Emerg Medical Tech 2,Fire,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1984,10/16/2009,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,F,02,Black,1983,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,02/16/2008,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,02/16/2008,N
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,02/16/2008,N
PS0403,49315.3,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,02/16/2008,N
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,02/16/2008,N
SR0804,39550.12,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,F,02,Black,1983,02/25/2008,N
SR1002,45452.36,07381,Program Supv,Social Services,Full Time,2,Professionals,F,02,Black,1985,02/25/2008,Y
SR1200,56442.6,04702,Plans Examiner 2,Codes Administration,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1965,02/25/2008,Y
PS0502,51233.06,07344,Paramedic 2,Fire,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1975,01/01/2013,N
NS,43248,,.,Circuit Court Satellite,Full Time,6,Administrative Support,F,02,Black,1973,03/01/2008,N
SR0802,37153.4,07243,Admin Svcs Officer 2,Sheriff,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1956,12/21/2010,N
SR0900,47414.09,07785,Info Systems App Tech 2,Police,Full Time,3,Technicians,F,02,Black,1974,03/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2008,N
TG0702,33250.76,06827,Equip Operator 2,Public Works,Full Time,8,Service Maintenance,M,02,Black,1973,05/12/2014,N
ET0402,45452.36,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1969,03/17/2008,N
ET0403,46918.33,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1982,03/17/2008,N
NS,69079.3,09020,Seasonal/Part-time/Temporary,Health,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1963,01/17/2012,Y
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1982,03/24/2008,N
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1969,03/24/2008,N
SR1400,88573.85,07407,Information Systems Advisor 2,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1960,12/01/2011,N
TG0303,26239.2,07280,Custodian 1,Parks,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1958,03/21/2008,N
NS,38988,,.,Circuit Court Satellite,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1983,04/01/2008,N
SR0408,28509.01,10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,6,Administrative Support,F,02,Black,1980,03/31/2008,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,02,Black,1946,04/01/2008,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,M,02,Black,1934,04/01/2008,N
SR0403,11834.04,06084,Concessions Clerk 1,Parks,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1958,04/15/2008,N
NS,0,09020,Seasonal/Part-time/Temporary,General Sessions Court,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1974,04/14/2008,Y
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,04/16/2008,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,04/16/2008,N
JS0200,53581.55,07790,Judicial Asst 1,State Trial Courts,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1968,04/21/2008,Y
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,6,Administrative Support,F,02,Black,1967,04/21/2008,N
MAC05A,29535.1,10210,Bus Driver,Metro Action Commission,Full Time,8,Service Maintenance,M,02,Black,1954,10/13/2014,N
HD0300,33880.83,10758,Public Health Nurse 1,Health,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1954,08/01/2008,N
SR1103,51665.92,07337,Nature Center Mgr,Parks,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1970,05/01/2008,Y
SR0800,37033.69,10150,Finance Officer 1,Finance,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1992,10/27/2014,N
SP0102,8484.84,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1946,04/01/2013,N
SR0801,35955.04,07243,Admin Svcs Officer 2,Planning Commission,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1970,06/30/2014,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,05/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,05/01/2008,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,05/01/2008,N
PD0100,61878.6,10171,Asst Pub Defender,Public Defender,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1984,08/10/2009,Y
SR0202,9539.71,05070,Library Page,Public Library,Part Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1957,05/13/2013,N
SR1400,78154.15,00630,Attorney 2,Law,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1979,01/14/2011,Y
MAC01A,23691.56,10250,Teacher Asst,Metro Action Commission,Full Time,6,Administrative Support,F,02,Black,1980,05/19/2008,N
SR0902,41149.36,06034,Program Coord,Parks,Full Time,2,Professionals,F,02,Black,1988,09/01/2010,Y
SR0901,39821.99,06034,Program Coord,Parks,Full Time,2,Professionals,M,02,Black,1989,05/16/2008,Y
RP1001,14632.8,09102,Part Time Worker 3,Parks,Part Time,3,Technicians,M,01,White (Not of Hispanic Origin),1991,05/23/2008,N
TG0801,33499.58,06229,Treatment Plant Tech 1,Water Services,Full Time,8,Service Maintenance,M,02,Black,1971,05/28/2010,N
MAC07C,33680.58,10227,Family Svcs Spec 2,Metro Action Commission,Full Time,5,Para-Professional,M,02,Black,1989,10/14/2013,N
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,2,Professionals,F,02,Black,1987,02/22/2010,N
PS0502,54307.04,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,05/01/2009,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,06/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,06/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,03,Hispanic,1978,06/01/2008,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,06/01/2008,N
PS0601,54598.91,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1981,06/01/2008,N
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1986,06/01/2008,N
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1986,06/01/2008,N
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,06/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,06/01/2008,N
PS0502,54307.04,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,06/01/2008,N
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1972,06/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,06/01/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,06/01/2008,N
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,11/18/2011,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,06/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,06/01/2008,N
PS0503,56058.74,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,06/01/2008,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,06/01/2008,N
SR0702,33435.72,07268,Computer Operator 3,Police,Full Time,6,Administrative Support,M,02,Black,1978,06/01/2008,N
SR0500,27346.83,06485,Outreach Worker,Health,Full Time,5,Para-Professional,F,03,Hispanic,1984,05/31/2008,N
NS,0,01743,Election Commissioner,Election Commission,Part Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1946,04/15/2013,N
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,06/01/2008,N
CA0300,36483.2,10654,Accounting Clerk-Conv Ctr,Convention Center Authority,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1982,06/24/2013,N
SR0901,39821.99,10579,Sheriff Releasing Officer,Sheriff,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1973,06/01/2008,N
SR1300,65058.44,07295,Engineer 2,Water Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1979,05/31/2008,Y
SR0903,16990.27,07241,Admin Asst,District Attorney,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1955,07/18/2007,N
SR0703,25885.08,06880,Recreation Leader,Parks,Part Time,5,Para-Professional,M,02,Black,1967,05/31/2008,N
SR0703,16566.45,06880,Recreation Leader,Parks,Part Time,5,Para-Professional,F,01,White (Not of Hispanic Origin),1990,03/12/2012,N
SR1000,46212.11,07116,Recycling Coord,Public Works,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1983,08/03/2009,Y
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,F,02,Black,1987,06/10/2008,N
SR0700,36987.34,06481,Home Economist,Health,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1953,06/11/2008,N
ET0402,45452.36,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1982,06/02/2008,N
ET0402,45452.36,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,02,Black,1981,06/02/2008,N
PS0401,44887.3,07309,Fire Fighter 2,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,10/01/2013,N
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,06/16/2008,N
CO0203,38351.76,06981,Correctional Officer 2,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,06/16/2008,N
TG0803,36349.64,06229,Treatment Plant Tech 1,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1974,06/16/2008,N
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,06/16/2008,N
TG0803,36349.64,06229,Treatment Plant Tech 1,Water Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1980,06/16/2008,N
CO0106,37751.52,06982,Correctional Officer 1,Sheriff,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,06/16/2008,N
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1985,06/16/2008,N
JS0200,57699.3,07790,Judicial Asst 1,General Sessions Court,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1945,06/30/2008,Y
SR0900,40618.44,07785,Info Systems App Tech 2,Police,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1966,07/01/2008,N
SR0903,42476.72,06868,Plumbing Inspector 1,Codes Administration,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1970,07/21/2008,N
MAC01B,11282.92,10250,Teacher Asst,Metro Action Commission,Part Time,6,Administrative Support,F,02,Black,1987,07/14/2008,N
SR1400,85415.41,06847,Library Admin,Public Library,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1973,07/14/2008,Y
SR0509,32863.19,04600,Data Entry Operator 2,Circuit Court Clerk,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1986,06/25/2012,N
ET0402,45452.36,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1979,07/14/2008,N
ET0402,45452.36,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1974,07/14/2008,N
ET0303,42476.72,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1954,07/14/2008,N
SR0901,39822,06034,Program Coord,Election Commission,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1954,10/12/2012,N
SR1105,54894.24,07780,Info Systems App Analyst 2,Public Library,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1981,10/14/2013,Y
PS0201,36471.06,03257,Police Officer Trainee,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,01/12/2015,N
NS,22315.38,07243,Admin Svcs Officer 2,Sheriff,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1945,08/04/2008,N
SR0202,19469.07,00240,Extension Agent 1,Agricultural Extension,Full Time,2,Professionals,F,02,Black,1984,08/01/2008,Y
SR0804,39550.12,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,M,02,Black,1969,07/28/2008,N
SR0402,23884.03,02900,Circulation Asst 1,Public Library,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1945,07/28/2008,N
TG1104,43452.19,06081,Automotive Mechanic-Cert,General Services,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1973,07/28/2008,N
NS,33829.95,06506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1948,08/06/2008,N
SR0803,38351.76,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,M,02,Black,1983,08/04/2008,N
SR0804,39550.12,07375,Probation Officer 1,General Sessions Court,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1975,08/11/2008,N
PS0601,57874.84,07366,Police Sergeant,Police,Full Time,3,Technicians,M,02,Black,1985,02/16/2009,N
SR0800,37774.37,06567,Commun Disease Investigator,Health,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1986,05/01/2014,N
SR0602,29995.23,10122,Office Support Rep 3,Codes Administration,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1974,08/04/2008,N
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1984,09/22/2014,N
JS0200,49258.54,07790,Judicial Asst 1,General Sessions Court,Full Time,4,Protective Service Workers,M,02,Black,1979,09/01/2014,Y
SR1002,45452.36,10465,Water Quality Analyst 2,Water Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1978,02/26/2011,N
SR0602,29995.23,04630,Library Assoc 1,Public Library,Full Time,5,Para-Professional,F,01,White (Not of Hispanic Origin),1966,04/29/2013,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,02,Black,1951,08/01/2008,N
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1959,08/01/2008,N
SR1400,87264.87,06606,Engineer 3,Water Services,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1952,08/09/2008,Y
SR0803,38351.76,07375,Probation Officer 1,Juvenile Court,Full Time,2,Professionals,F,02,Black,1981,08/11/2008,N
SR0500,30874.62,06641,Interpreter 1,Health,Full Time,5,Para-Professional,M,01,White (Not of Hispanic Origin),1942,08/12/2008,N
NS,950,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,8,Service Maintenance,F,02,Black,1961,08/18/2008,N
NS,19695,09020,Seasonal/Part-time/Temporary,Election Commission,Part Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1952,06/22/2011,N
SR0903,42476.72,10487,Crime Scene Technician 1,Police,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1972,08/16/2008,N
