|Department|Title|Pay Grade|Annual Salary|Ethnic Code|Description|Gender|Year of Birth|EEO Job description
8773|Public Works|Maint & Repair Leader 2|TL09|44,746.43|01|White (Not of Hispanic Origin)|M|1973|Service Maintenance
8808|Public Works|Maint & Repair Leader 2|TL09|44,746.43|01|White (Not of Hispanic Origin)|M|1962|Service Maintenance
3396|Public Works|Signal Tech 3|TL11|47,433.90|01|White (Not of Hispanic Origin)|M|1972|Technicians
3400|Public Works|Signal Tech 3|TL11|49,091.17|01|White (Not of Hispanic Origin)|M|1948|Technicians
9026|Public Works|Sanitation Supv|TS07|43,021.97|01|White (Not of Hispanic Origin)|M|1974|Service Maintenance
8795|Public Works|Sanitation Supv|TS07|50,143.77|01|White (Not of Hispanic Origin)|M|1956|Service Maintenance
404|Public Works|Signal Maint Supv|TS10|49,987.00|01|White (Not of Hispanic Origin)|M|1974|Officials and Administrators
8737|Public Works|Maint & Repair District Supv|TS11|51,756.26|01|White (Not of Hispanic Origin)|M|1963|Service Maintenance
8784|Public Works|Maint & Repair District Supv|TS11|51,756.26|01|White (Not of Hispanic Origin)|M|1961|Service Maintenance
164|Register of Deeds|Satellite Department||109,921.00|01|White (Not of Hispanic Origin)|M|1959|Officials and Administrators
680|Register of Deeds|Satellite Department||33,600.00|01|White (Not of Hispanic Origin)|F|1958|Professionals
1178|Register of Deeds|Satellite Department||74,880.00|01|White (Not of Hispanic Origin)|M|1962|Professionals
1534|Register of Deeds|Satellite Department||54,288.00|01|White (Not of Hispanic Origin)|M|1958|Professionals
1739|Register of Deeds|Satellite Department||22,464.00|01|White (Not of Hispanic Origin)|F|1960|Professionals
2131|Register of Deeds|Satellite Department||74,880.00|01|White (Not of Hispanic Origin)|F|1965|Professionals
2272|Register of Deeds|Satellite Department||55,020.00|01|White (Not of Hispanic Origin)|F|1950|Professionals
2275|Register of Deeds|Satellite Department||37,440.00|01|White (Not of Hispanic Origin)|F|1947|Professionals
2277|Register of Deeds|Satellite Department||58,176.00|01|White (Not of Hispanic Origin)|M|1959|Professionals
2278|Register of Deeds|Satellite Department||51,168.00|01|White (Not of Hispanic Origin)|F|1947|Professionals
2286|Register of Deeds|Satellite Department||56,160.00|01|White (Not of Hispanic Origin)|F|1959|Professionals
2288|Register of Deeds|Satellite Department||38,688.00|01|White (Not of Hispanic Origin)|F|1947|Professionals
2289|Register of Deeds|Satellite Department||47,736.00|01|White (Not of Hispanic Origin)|F|1969|Professionals
2290|Register of Deeds|Satellite Department||44,400.00|01|White (Not of Hispanic Origin)|M|1975|Professionals
2299|Register of Deeds|Satellite Department||64,896.00|01|White (Not of Hispanic Origin)|M|1960|Professionals
2302|Register of Deeds|Satellite Department||55,020.00|01|White (Not of Hispanic Origin)|M|1952|Professionals
2305|Register of Deeds|Satellite Department||49,920.00|01|White (Not of Hispanic Origin)|F|1965|Professionals
2307|Register of Deeds|Satellite Department||48,672.00|01|White (Not of Hispanic Origin)|M|1947|Professionals
2313|Register of Deeds|Satellite Department||49,920.00|01|White (Not of Hispanic Origin)|M|1957|Professionals
2314|Register of Deeds|Satellite Department||36,192.00|01|White (Not of Hispanic Origin)|F|1976|Professionals
2322|Register of Deeds|Satellite Department||73,632.00|01|White (Not of Hispanic Origin)|M|1959|Professionals
2323|Register of Deeds|Satellite Department||74,880.00|01|White (Not of Hispanic Origin)|M|1954|Professionals
2326|Register of Deeds|Satellite Department||53,160.00|01|White (Not of Hispanic Origin)|F|1968|Professionals
2327|Register of Deeds|Satellite Department||62,820.00|01|White (Not of Hispanic Origin)|F|1975|Professionals
2806|Register of Deeds|Satellite Department||36,000.00|01|White (Not of Hispanic Origin)|M|1980|Professionals
7416|Register of Deeds|Satellite Department||36,000.00|02|Black|F|1994|Administrative Support
7489|Register of Deeds|Satellite Department||32,448.00|01|White (Not of Hispanic Origin)|F|1984|Administrative Support
7574|Register of Deeds|Satellite Department||31,200.00|01|White (Not of Hispanic Origin)|F|1958|Administrative Support
7575|Register of Deeds|Satellite Department||56,520.00|01|White (Not of Hispanic Origin)|F|1953|Administrative Support
7576|Register of Deeds|Satellite Department||63,648.00|01|White (Not of Hispanic Origin)|F|1963|Administrative Support
7607|Register of Deeds|Satellite Department||36,000.00|01|White (Not of Hispanic Origin)|F|1991|Administrative Support
4|Sheriff|Sheriff||151,718.13|01|White (Not of Hispanic Origin)|M|1964|Elected Officials
3933|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1982|Protective Service Workers
3937|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|F|1978|Protective Service Workers
3996|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
3997|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
3998|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1979|Protective Service Workers
3999|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1988|Protective Service Workers
4000|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
4001|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
4002|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1986|Protective Service Workers
4003|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
4004|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1988|Protective Service Workers
4005|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1989|Protective Service Workers
4006|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
4007|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1989|Protective Service Workers
4008|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
4009|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
4010|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1988|Protective Service Workers
4011|Sheriff|Correctional Officer 1|CO01|32,036.40|03|Hispanic|M|1990|Protective Service Workers
4012|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1981|Protective Service Workers
4013|Sheriff|Correctional Officer 1|CO01|32,036.40|03|Hispanic|F|1990|Protective Service Workers
4014|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
4015|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1979|Protective Service Workers
4016|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|F|1984|Protective Service Workers
4056|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
4057|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
4058|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1985|Protective Service Workers
4059|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|F|1976|Protective Service Workers
4060|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
4061|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
4062|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
4063|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1989|Protective Service Workers
4064|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1979|Protective Service Workers
4065|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
4066|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
4068|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
4069|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1986|Protective Service Workers
4070|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1988|Protective Service Workers
4071|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1988|Protective Service Workers
4072|Sheriff|Correctional Officer 1|CO01|32,036.40|04|Asian or Pacific Islander|M|1991|Protective Service Workers
4073|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1985|Protective Service Workers
4074|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
4111|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
4112|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
4113|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
4114|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
4115|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
4116|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1993|Protective Service Workers
4117|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|F|1990|Protective Service Workers
4118|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
4119|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
4120|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1989|Protective Service Workers
4121|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|F|1983|Protective Service Workers
4122|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1983|Protective Service Workers
4123|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1986|Protective Service Workers
4124|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
4125|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1989|Protective Service Workers
5065|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5375|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|F|1989|Protective Service Workers
5752|Sheriff|Correctional Officer 1|CO01|32,036.40|02|Black|M|1985|Protective Service Workers
5861|Sheriff|Correctional Officer 1|CO01|32,036.40|03|Hispanic|F|1991|Protective Service Workers
5942|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
6033|Sheriff|Correctional Officer 1|CO01|32,036.40|01|White (Not of Hispanic Origin)|M|1975|Protective Service Workers
3732|Sheriff|Correctional Officer 1|CO01|33,105.28|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
3733|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
3737|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
3739|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
3740|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|F|1988|Protective Service Workers
3741|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1989|Protective Service Workers
3742|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1990|Protective Service Workers
3744|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1964|Protective Service Workers
3745|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1989|Protective Service Workers
3746|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1983|Protective Service Workers
3748|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
3750|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
3841|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|F|1978|Protective Service Workers
3842|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1982|Protective Service Workers
3843|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1968|Protective Service Workers
3846|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
3848|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
3849|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1984|Protective Service Workers
3850|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1978|Protective Service Workers
3852|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1969|Protective Service Workers
3853|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
3854|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1983|Protective Service Workers
3855|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1981|Protective Service Workers
3856|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1990|Protective Service Workers
3857|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1990|Protective Service Workers
3858|Sheriff|Correctional Officer 1|CO01|33,104.67|31|Two or More Races|F|1987|Protective Service Workers
3932|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|F|1965|Protective Service Workers
3934|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1988|Protective Service Workers
3935|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
3936|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1973|Protective Service Workers
3938|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
3939|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1991|Protective Service Workers
3940|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|F|1980|Protective Service Workers
3942|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1989|Protective Service Workers
4762|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|F|1960|Protective Service Workers
5076|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1985|Protective Service Workers
5164|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1985|Protective Service Workers
5373|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1975|Protective Service Workers
5374|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1969|Protective Service Workers
5459|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1979|Protective Service Workers
5506|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1976|Protective Service Workers
5668|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1987|Protective Service Workers
5701|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1978|Protective Service Workers
5744|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1979|Protective Service Workers
5746|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1972|Protective Service Workers
5783|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1976|Protective Service Workers
5784|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1971|Protective Service Workers
5787|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1969|Protective Service Workers
5838|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1980|Protective Service Workers
5843|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1978|Protective Service Workers
5844|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1976|Protective Service Workers
5845|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1983|Protective Service Workers
5846|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1986|Protective Service Workers
5848|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|F|1978|Protective Service Workers
5851|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1965|Protective Service Workers
5927|Sheriff|Correctional Officer 1|CO01|33,104.67|02|Black|M|1977|Protective Service Workers
5972|Sheriff|Correctional Officer 1|CO01|33,105.28|01|White (Not of Hispanic Origin)|M|1974|Protective Service Workers
5973|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|F|1977|Protective Service Workers
5974|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1984|Protective Service Workers
5975|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1978|Protective Service Workers
5981|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1989|Protective Service Workers
5982|Sheriff|Correctional Officer 1|CO01|33,104.67|01|White (Not of Hispanic Origin)|M|1978|Protective Service Workers
