Address Number|Pay Grade/Step|Annual Salary|Class #|Class # Description|Current Dept|Department|Employment Status|Employment Status Description|EEO Job Cat|EEO Job Cat Description|Gender|Ethnic Code|Description|Year of Birth
824304|SR0701| $32,356.77 |07711|Sheriff Prisoner Processor 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1988
824305|SR0703| $34,514.67 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1978
824307|SR1001| $43,986.40 |07244|Admin Svcs Officer 3|030|Sheriff|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1973
824310|SR0703| $34,514.67 |10614|Security Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|99|Unknown|1984
824312|SR0602| $29,995.23 |10613|Security Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1956
824313|NS| $21,617.47 |07243|Admin Svcs Officer 2|030|Sheriff|P|Part Time|002|Professionals|M|02|Black|1971
824320|ET0301| $39,821.99 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1984
824322|ET0302| $41,149.36 |10409|Emer Telecommunications Off 3|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1975
824604|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1956
824607|PS0402| $49,166.11 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
824608|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1982
824609|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
824610|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1987
824611|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1980
824807|SR0506| $30,269.23 |10738|Sheriff Mail Carrier|030|Sheriff|F|Full Time|006|Administrative Support|M|02|Black|1965
824812|PS0402| $46,383.12 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1979
825080|SR1200| $55,096.85 |07294|Engineer 1|042|Public Works|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1981
825270|NS| $146,391.42 |07929|Dir of Economic & Comm Dev|004|Mayor's Office|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1974
825462|SR0701| $32,356.76 |10135|Security Officer 2-Gen Sess Ct|027|General Sessions Court|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1970
827236|SR1300| $75,944.14 |10716|Crime Lab Forensic Supv|031|Police|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1956
827776|CO0102| $33,435.72 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
828152|SR0700| $33,003.90 |10545|Animal Care & Control Off 2|038|Health|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1977
828312|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1984
828314|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
828324|SR0701| $32,356.77 |07365|Police Operations Coord 1|031|Police|F|Full Time|006|Administrative Support|F|02|Black|1988
828411|SR1200| $59,834.10 |10152|Finance Officer 3|032|Fire|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1982
829093|SR0702| $25,077.00 |06880|Recreation Leader|040|Parks|P|Part Time|005|Para-Professional|M|01|White (Not of Hispanic Origin)|1986
829115|SR0403| $24,654.86 |02900|Circulation Asst 1|039|Public Library|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1988
829121|SR0702| $25,084.80 |06880|Recreation Leader|040|Parks|P|Part Time|005|Para-Professional|F|02|Black|1981
829123|SR0703| $25,885.08 |06880|Recreation Leader|040|Parks|P|Part Time|005|Para-Professional|M|02|Black|1990
829125|SR0402| $11,464.63 |06084|Concessions Clerk 1|040|Parks|P|Part Time|006|Administrative Support|M|01|White (Not of Hispanic Origin)|1965
829127|SR0702| $33,435.72 |07335|Naturalist 2|040|Parks|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1984
829131|SR0703| $25,885.08 |06880|Recreation Leader|040|Parks|P|Part Time|005|Para-Professional|M|02|Black|1991
829149|NS| $28,280.00 |06788|Deputy Clerk 2|018|County Clerk|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1992
830310|SR1300| $76,123.51 |07242|Admin Svcs Mgr|041|Arts Commission|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1977
830311|MAC08B| $37,426.69 |10236|Headstart Teacher 2|075|Metro Action Commission|F|Full Time|002|Professionals|F|02|Black|1975
831596|SR1002| $45,452.36 |07244|Admin Svcs Officer 3|065|Water Services|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1958
831598|TG0803| $36,349.64 |06229|Treatment Plant Tech 1|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1962
831599|SR0603| $30,963.30 |10122|Office Support Rep 3|065|Water Services|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1978
831603|TL1202| $46,189.15 |06213|Radio Tech 3|010|General Services|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1970
832186|SR1500| $92,354.00 |04674|Attorney 3|006|Law|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1963
832189|SR1300| $75,944.14 |10714|Crime Lab Asst Dir/Qual As Mgr|031|Police|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1956
832270|TG031M| $24,975.62 |02799|Maint & Repair Worker 1|042|Public Works|F|Full Time|008|Service Maintenance|M|03|Hispanic|1975
833733|NS| $96,722.90 |07162|Press Secretary|004|Mayor's Office|F|Full Time|002|Professionals|F|04|Asian or Pacific Islander|1969
834413|SR1200| $54,814.79 |10152|Finance Officer 3|015|Finance|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1986
834798|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
834800|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
834802|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
834803|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
834804|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
834805|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1987
834806|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
834807|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
834808|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1988
834809|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
834811|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1972
834813|PS0402| $49,166.11 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1985
834816|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1986
834817|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1974
834818|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
834819|PS0403| $47,878.93 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
834820|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|04|Asian or Pacific Islander|1986
834821|PS0402| $49,166.11 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
834824|PS0403| $49,315.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1982
834848|SR1002| $45,452.36 |07247|Appraiser 3|016|Assessor of Property|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1960
835031|SR1300| $70,399.75 |07234|Information Systems Advisor 1|029|Justice Integration Services|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1966
835650|TG062M| $32,291.24 |10166|Water Maint Tech 3|065|Water Services|F|Full Time|008|Service Maintenance|M|02|Black|1976
835651|TG0802| $34,924.61 |07303|Equip Operator 3|065|Water Services|F|Full Time|008|Service Maintenance|M|02|Black|1982
836340|TG0702| $33,250.76 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|02|Black|1982
837011|SR1300| $75,944.14 |10716|Crime Lab Forensic Supv|031|Police|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1954
837575|PS0401| $44,887.30 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1986
837577|SR0702| $33,435.72 |10135|Security Officer 2-Gen Sess Ct|027|General Sessions Court|F|Full Time|004|Protective Service Workers|M|02|Black|1975
837581|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|F|02|Black|1987
837954|SR1200| $67,666.29 |07245|Admin Svcs Officer 4|041|Arts Commission|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1974
838518|NS| $37,875.19 |07647|Dir Of Taxpayer Svcs|018|County Clerk|F|Full Time|006|Administrative Support|M|02|Black|1958
839052|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1990
839053|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
839054|PS0403| $50,751.67 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1987
839056|SR1002| $45,452.36 |07244|Admin Svcs Officer 3|031|Police|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1959
839057|SR1300| $75,944.14 |10716|Crime Lab Forensic Supv|031|Police|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1976
839902|CA0700| $51,500.80 |06762|Cvn Ctr Accountant|071|Convention Center Authority|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1989
840126|SR1003| $46,918.33 |07779|Info Systems App Analyst 1|039|Public Library|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1982
840527|MAC05A| $29,535.10 |10210|Bus Driver|075|Metro Action Commission|F|Full Time|008|Service Maintenance|F|02|Black|1988
840808|TG0802| $34,924.61 |07303|Equip Operator 3|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1966
840809|TG0703| $34,494.84 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1959
840816|TG1202| $41,868.82 |01770|Bldg & Grnds Electrician|040|Parks|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1971
841235|SR1200| $62,431.15 |06133|Safety Coord|065|Water Services|F|Full Time|002|Professionals|M|02|Black|1957
841236|TL1102| $44,289.11 |06178|Indust Mechanic 2|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1978
841257|SR1500| $98,454.64 |07232|Juvenile Ct Referee 2|026|Juvenile Court|F|Full Time|001|Officials and Administrators|F|01|White (Not of Hispanic Origin)|1972
841922|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1987
842254|PS0401| $47,580.54 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1988
843255|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1977
843258|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1984
843262|SR0703| $34,515.52 |10123|Office Support Spec 1|030|Sheriff|F|Full Time|006|Administrative Support|F|02|Black|1988
843263|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1978
843266|CO0202| $37,153.40 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1961
843267|SR0606| $33,867.51 |10613|Security Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|02|Black|1969
843268|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1981
843269|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1985
843270|CO0203| $38,351.76 |06981|Correctional Officer 2|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1976
843271|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
843273|CO0103| $34,514.67 |06982|Correctional Officer 1|030|Sheriff|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1978
843283|NS| $46,108.61 |06034|Program Coord|070|Community Ed Commission|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1964
843592|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1944
843606|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1956
844897|| $47,352.00 ||.|923|Circuit Court Satellite|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1982
844903|SR0401| $23,113.20 |02900|Circulation Asst 1|039|Public Library|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1964
845319|SR0902| $41,149.36 |10649|Treatment Counselor|030|Sheriff|F|Full Time|002|Professionals|F|02|Black|1975
848017|SR0703| $34,514.67 |07365|Police Operations Coord 1|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1977
848132|TL1102| $44,289.11 |06178|Indust Mechanic 2|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|01|White (Not of Hispanic Origin)|1974
848133|TG062M| $32,291.24 |10166|Water Maint Tech 3|065|Water Services|F|Full Time|008|Service Maintenance|M|02|Black|1983
848135|TG1102| $40,172.35 |06186|Treatment Plant Tech 2|065|Water Services|F|Full Time|007|Skilled Craft Workers|M|02|Black|1968
848834|SR0602| $29,995.23 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1982
848852|SR1400| $78,153.97 |00630|Attorney 2|006|Law|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1983
849073|SR0602| $29,995.23 |02660|Admin Svcs Officer 1|030|Sheriff|F|Full Time|006|Administrative Support|M|02|Black|1980
849641|MAC08B| $37,427.52 |10236|Headstart Teacher 2|075|Metro Action Commission|F|Full Time|002|Professionals|F|02|Black|1988
849642|MAC09A| $41,451.10 |10219|Disabilities Coord|075|Metro Action Commission|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1980
849643|TG062M| $32,291.24 |07329|Maint & Repair Worker 3|040|Parks|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1953
849646|TG0702| $33,250.76 |06827|Equip Operator 2|042|Public Works|F|Full Time|008|Service Maintenance|M|01|White (Not of Hispanic Origin)|1961
849649|| $37,020.00 ||.|923|Circuit Court Satellite|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1986
849918|PD0100| $54,227.69 |10171|Asst Pub Defender|021|Public Defender|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1984
850345|SR0702| $33,435.72 |10135|Security Officer 2-Gen Sess Ct|027|General Sessions Court|F|Full Time|004|Protective Service Workers|M|02|Black|1969
850642|PS0402| $49,166.11 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1983
850644|SR0601| $29,027.16 |04630|Library Assoc 1|039|Public Library|F|Full Time|005|Para-Professional|F|01|White (Not of Hispanic Origin)|1986
850667|SR0602| $29,995.23 |07751|Police Security Guard 1|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1973
850681|PS0401| $44,887.30 |07309|Fire Fighter 2|032|Fire|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1989
850744|MAC01A| $24,172.43 |10250|Teacher Asst|075|Metro Action Commission|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1985
850923|MAC08B| $37,426.69 |10236|Headstart Teacher 2|075|Metro Action Commission|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1972
