Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N,County
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,03/01/2011,N,DAVIDSON
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,03/01/2011,N,CHEATHAM
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,03/01/2011,N,WILSON
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,03/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,03/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1964,03/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,03/01/2011,N,ROBERTSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,03/01/2011,N,SUMNER
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2011,N,RUTHERFORD
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,03/01/2011,N,DAVIDSON
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,03/01/2011,N,WILLIAMSON
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1985,03/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,03/01/2011,N,RUTHERFORD
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2011,N,RUTHERFORD
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,03/01/2011,N,WILSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,03/01/2011,N,DAVIDSON
SR0801,35955.04,07243,Admin Svcs Officer 2,Public Works,Full Time,006,Administrative Support,F,02,Black,1965,04/01/2013,N,DAVIDSON
SR0802,37153.4,07243,Admin Svcs Officer 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1988,03/07/2011,N,DAVIDSON
SR0803,38351.76,10124,Office Support Spec 2,Police,Full Time,006,Administrative Support,F,02,Black,1987,03/16/2011,N,RUTHERFORD
SR0603,30963.3,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1958,03/16/2011,N,DAVIDSON
SR0803,38351.76,07364,Police Operations Coord 2,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1986,08/01/2011,N,DAVIDSON
SR0801,35955.04,10750,Shift Supv-DCSO,Sheriff,Full Time,006,Administrative Support,M,02,Black,1987,03/28/2011,N,DAVIDSON
TG0501,28387.55,04160,Sanitation Worker,Public Works,Full Time,008,Service Maintenance,M,02,Black,1982,03/03/2015,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1971,04/01/2011,N,WILLIAMSON
SR0602,29995.23,07796,Police Operations Asst 3,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1986,04/01/2011,N,DAVIDSON
SR091M,41016.65,07732,Compliance Inspector 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,04/11/2011,N,DAVIDSON
TG032M,25977.44,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,05/16/2011,N,DAVIDSON
SR1400,78154.15,00630,Attorney 2,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1983,04/11/2011,Y,DAVIDSON
TG042M,28563.54,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1990,04/01/2011,N,DAVIDSON
HD0300,33880.83,10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1978,04/22/2011,N,WILSON
SR0605,32899.44,10122,Office Support Rep 3,Assessor of Property,Full Time,006,Administrative Support,F,02,Black,1988,04/29/2011,N,DAVIDSON
SR1200,58521.82,10477,Information Sys oper Anal 3,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,05/01/2011,Y,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1984,05/02/2011,N,DAVIDSON
NS,37972.48,07245,Admin Svcs Officer 4,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,05/01/2011,N,DAVIDSON
TG0802,34924.61,07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1992,05/02/2011,N,RUTHERFORD
SR0703,34514.67,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1967,05/09/2011,N,DAVIDSON
SR0801,35955.04,10650,Sheriff Pretrial Screener,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1963,05/09/2011,N,DAVIDSON
SR0502,26810.62,10755,Call Center Operator-DCSO,Sheriff,Full Time,006,Administrative Support,F,02,Black,1968,05/09/2011,N,DAVIDSON
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1951,04/29/2011,N,DAVIDSON
SR0602,29995.23,10122,Office Support Rep 3,Codes Administration,Full Time,006,Administrative Support,F,02,Black,1967,05/01/2011,N,DAVIDSON
NS,94109.59,04972,Special Asst,Mayor's Office,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,05/09/2011,Y,DAVIDSON
PS0301,40526.72,06872,Police Officer 1,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1986,11/01/2011,N,WILLIAMSON
SR0902,41149.36,06922,Property Stan Insp 1,Codes Administration,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1964,05/16/2011,N,RUTHERFORD
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1982,05/16/2011,N,WILSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,05/16/2011,N,CHEATHAM
PS0402,47774.61,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1964,05/16/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,05/16/2011,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,05/16/2011,N,ROBERTSON
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,05/16/2011,N,SUMNER
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,05/16/2011,N,WILSON
PS0403,49315.3,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,05/16/2011,N,ROBERTSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,05/16/2011,N,RUTHERFORD
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1989,05/16/2011,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1979,05/16/2011,N,RUTHERFORD
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,05/16/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,05/16/2011,N,WILSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1985,05/16/2011,N,DAVIDSON
PS0402,47774.61,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1987,05/16/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,05/16/2011,N,WILSON
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1978,05/16/2011,N,DAVIDSON
PS0403,50751.67,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,05/16/2011,N,WILSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,05/16/2011,N,MAURY
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1979,12/16/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,05/16/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2011,N,WILSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,05/16/2011,N,SUMNER
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,05/16/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,03,Hispanic,1966,05/16/2011,N,WILLIAMSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,05,American Indian/Alaskan Native,1984,05/16/2011,N,WILSON
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,05/16/2011,N,SUMNER
PS0503,52885.6,10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1981,05/16/2011,N,DAVIDSON
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1977,05/16/2011,N,SUMNER
PS0402,47774.61,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,05/16/2011,N,WILSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,05/16/2011,N,DAVIDSON
PS0502,51233.06,10112,Fire Fighter/Paramedic,Fire,Full Time,004,Protective Service Workers,F,02,Black,1975,05/16/2011,N,SHELBY
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2011,N,RUTHERFORD
PS0402,49166.11,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,05/16/2011,N,DAVIDSON
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1975,05/16/2011,N,CHEATHAM
PS0403,47878.93,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,05/16/2011,N,DAVIDSON
TL1202,46189.15,06225,Indust Electrician 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1972,05/15/2011,N,DAVIDSON
SR0401,22188.44,06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1992,10/10/2014,N,CHEATHAM
SR1102,50051.76,07756,Technical Specialist 1,Parks,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1961,05/16/2011,Y,WILLIAMSON
CO0103,34514.67,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1977,05/23/2011,N,DAVIDSON
SR0701,32356.77,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1988,05/23/2011,N,RUTHERFORD
SR0703,34514.67,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,05/23/2011,N,RUTHERFORD
SR1001,43986.4,07244,Admin Svcs Officer 3,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1973,05/23/2011,N,ROBERTSON
SR0703,34514.67,10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,99,Unknown,1984,05/23/2011,N,RUTHERFORD
SR0602,29995.23,10613,Security Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1956,05/23/2011,N,DAVIDSON
NS,21617.47,07243,Admin Svcs Officer 2,Sheriff,Part Time,002,Professionals,M,02,Black,1971,05/16/2011,N,DAVIDSON
ET0301,39821.99,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1984,05/16/2011,N,DAVIDSON
ET0302,41149.36,10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1975,05/16/2011,N,RUTHERFORD
SP0103,8763.3,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1956,05/23/2011,N,DAVIDSON
PS0402,49166.11,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,05/16/2011,N,DAVIDSON
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,05/16/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,05/16/2011,N,DAVIDSON
PS0403,47878.93,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,05/16/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,05/16/2011,N,SUMNER
SR0506,30269.23,10738,Sheriff Mail Carrier,Sheriff,Full Time,006,Administrative Support,M,02,Black,1965,05/23/2011,N,DAVIDSON
PS0402,46383.12,07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,05/16/2011,N,WILSON
SR1200,55096.85,07294,Engineer 1,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,05/23/2011,Y,ROBERTSON
NS,146391.42,07929,Dir of Economic & Comm Dev,Mayor's Office,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1974,05/23/2011,Y,DAVIDSON
SR0701,32356.76,10135,Security Officer 2-Gen Sess Ct,General Sessions Court,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,05/23/2011,N,MONTGOMERY
SR1300,75944.14,10716,Crime Lab Forensic Supv,Police,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1956,06/01/2011,Y,DAVIDSON
CO0102,33435.72,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/01/2013,N,DICKSON
SR0700,33003.9,10545,Animal Care & Control Off 2,Health,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1977,06/07/2011,N,RUTHERFORD
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,06/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,06/01/2011,N,WILSON
SR0701,32356.77,07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,02,Black,1988,09/16/2011,N,DAVIDSON
SR1200,59834.1,10152,Finance Officer 3,Fire,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,06/08/2011,Y,CHEATHAM
SR0702,25077,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1986,05/28/2011,N,WILSON
SR0403,24654.86,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1988,08/06/2012,N,Davidson
SR0702,25084.8,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1981,06/03/2011,N,DAVIDSON
SR0703,25885.08,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1990,05/27/2011,N,DAVIDSON
SR0402,11464.63,06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1965,05/27/2011,N,CHEATHAM
SR0702,33435.72,07335,Naturalist 2,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1984,06/07/2013,N,DAVIDSON
SR0703,25885.08,06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1991,05/27/2011,N,DAVIDSON
SR1300,76123.51,07242,Admin Svcs Mgr,Arts Commission,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1977,06/13/2011,Y,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1975,06/13/2011,N,DAVIDSON
SR1002,45452.36,07244,Admin Svcs Officer 3,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1958,06/16/2011,Y,DAVIDSON
TG0803,36349.64,06229,Treatment Plant Tech 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1962,06/12/2011,N,DAVIDSON
SR0603,30963.3,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1978,06/12/2011,N,WILSON
TL1202,46189.15,06213,Radio Tech 3,General Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1970,06/13/2011,N,WILSON
SR1500,92354,04674,Attorney 3,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,06/20/2011,Y,SUMNER
SR1400,83538.56,10713,Crime Laboratory Director,Police,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,06/16/2011,Y,DAVIDSON
TG031M,24975.62,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,03,Hispanic,1975,11/24/2014,N,DAVIDSON
NS,96722.9,07162,Press Secretary,Mayor's Office,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1969,06/27/2011,Y,DAVIDSON
SR1200,54814.79,10152,Finance Officer 3,Finance,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1986,07/05/2011,Y,CHEATHAM
PS0403,49315.3,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,07/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,07/01/2011,N,DAVIDSON
PS0403,50751.67,07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,07/01/2011,N,DAVIDSON
PS0502,51233.06,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,07/01/2011,N,SUMNER
